source_id,title,year,venue,doi_or_url,source_type,topic_family,theorem_dependency,claim_supported,provenance,used_in_proof_dependency,read_status
SRC0315,Leveraging Sparsity for Sample-Efficient Preference Learning: A Theoretical Perspective,2025,ArXiv.org,https://doi.org/10.48550/arxiv.2501.18282,openalex_work,lower_bounds,T10,T10 boundary-indistinguishability lower-bound lineage.,openalex_search:Fano inequality minimax lower bounds statistical decision theory,True,metadata_screened
SRC0316,Adaptive and Stratified Subsampling for High-Dimensional Robust Estimation,2024,arXiv (Cornell University),https://doi.org/10.48550/arxiv.2410.12367,openalex_work,lower_bounds,T10,T10 boundary-indistinguishability lower-bound lineage.,openalex_search:Fano inequality minimax lower bounds statistical decision theory,True,metadata_screened
SRC0317,Binary Regression and Classification with Covariates in Metric Spaces,2023,arXiv (Cornell University),https://doi.org/10.48550/arxiv.2302.11746,openalex_work,lower_bounds,T10,T10 boundary-indistinguishability lower-bound lineage.,openalex_search:Fano inequality minimax lower bounds statistical decision theory,True,metadata_screened
SRC0318,A Recursive Algorithm for Calculating Natural Logarithms using Bernoulli Numbers,2021,Zenodo (CERN European Organization for Nuclear Research),https://doi.org/10.5281/zenodo.5144036,openalex_work,lower_bounds,T10,T10 boundary-indistinguishability lower-bound lineage.,openalex_search:Fano inequality minimax lower bounds statistical decision theory,True,metadata_screened
SRC0319,Distributed binary detection with communication constraints,2017,OpenAlex,http://www.theses.fr/2017SACLC001/document,openalex_work,lower_bounds,T10,T10 boundary-indistinguishability lower-bound lineage.,openalex_search:Fano inequality minimax lower bounds statistical decision theory,True,metadata_screened
SRC0320,On the notion of optimality in the stochastic multi-armed bandit problems,2018,theses.fr (ABES),http://www.theses.fr/2018TOU30087/document,openalex_work,lower_bounds,T10,T10 boundary-indistinguishability lower-bound lineage.,openalex_search:Fano inequality minimax lower bounds statistical decision theory,True,metadata_screened
SRC0321,"Contributions à l'apprentissage statistique : estimation de densité, agrégation d'experts et forêts aléatoires",2020,SPIRE - Sciences Po Institutional REpository,https://theses.hal.science/tel-02918549,openalex_work,lower_bounds,T10,T10 boundary-indistinguishability lower-bound lineage.,openalex_search:Fano inequality minimax lower bounds statistical decision theory,True,metadata_screened
SRC0322,On the limitations of data‐based price discrimination,2025,Theoretical Economics,https://doi.org/10.3982/te5916,openalex_work,lower_bounds,T10,T10 boundary-indistinguishability lower-bound lineage.,openalex_search:Fano inequality minimax lower bounds statistical decision theory,True,metadata_screened
SRC0323,GL-LowPopArt: A Nearly Instance-Wise Minimax-Optimal Estimator for Generalized Low-Rank Trace Regression,2025,London School of Economics and Political Science Theses Online (London School of Economics and Political Science),https://doi.org/10.48550/arxiv.2506.03074,openalex_work,lower_bounds,T10,T10 boundary-indistinguishability lower-bound lineage.,openalex_search:Fano inequality minimax lower bounds statistical decision theory,True,metadata_screened
SRC0324,On the limitations of data-based price discrimination,2022,arXiv (Cornell University),https://doi.org/10.48550/arxiv.2204.12723,openalex_work,lower_bounds,T10,T10 boundary-indistinguishability lower-bound lineage.,openalex_search:Fano inequality minimax lower bounds statistical decision theory,True,metadata_screened
SRC0325,Detection Is Harder Than Estimation in Certain Regimes: Inference for Moment and Cumulant Tensors,2026,arXiv (Cornell University),http://arxiv.org/abs/2603.26029,openalex_work,lower_bounds,T10,T10 boundary-indistinguishability lower-bound lineage.,openalex_search:Fano inequality minimax lower bounds statistical decision theory,True,metadata_screened
SRC0326,Towards a Sharp Analysis of Offline Policy Learning for $f$-Divergence-Regularized Contextual Bandits,2025,arXiv (Cornell University),https://doi.org/10.48550/arxiv.2502.06051,openalex_work,lower_bounds,T10,T10 boundary-indistinguishability lower-bound lineage.,openalex_search:Fano inequality minimax lower bounds statistical decision theory,True,metadata_screened
SRC0327,Feeling the Bern: Adaptive Estimators for Bernoulli Probabilities of\n Pairwise Comparisons,2016,arXiv (Cornell University),https://doi.org/10.48550/arxiv.1603.06881,openalex_work,lower_bounds,T10,T10 boundary-indistinguishability lower-bound lineage.,openalex_search:Fano inequality minimax lower bounds statistical decision theory,True,metadata_screened
SRC0328,Sharp and Practical Performance Bounds for MCMC and Multiple Testing,2019,eScholarship (California Digital Library),https://escholarship.org/uc/item/4z41d45h,openalex_work,lower_bounds,T10,T10 boundary-indistinguishability lower-bound lineage.,openalex_search:Fano inequality minimax lower bounds statistical decision theory,True,metadata_screened
SRC0329,Allocating Divisible Resources on Arms with Unknown and Random Rewards,2023,arXiv (Cornell University),https://doi.org/10.48550/arxiv.2306.16578,openalex_work,lower_bounds,T10,T10 boundary-indistinguishability lower-bound lineage.,openalex_search:Fano inequality minimax lower bounds statistical decision theory,True,metadata_screened
SRC0330,"Information-based complexity, feedback and dynamics in convex programming",2010,arXiv (Cornell University),https://doi.org/10.48550/arxiv.1010.2285,openalex_work,lower_bounds,T10,T10 boundary-indistinguishability lower-bound lineage.,openalex_search:Fano inequality minimax lower bounds statistical decision theory,True,metadata_screened
SRC0331,Two New Families of Local Asymptotically Minimax Lower Bounds in Parameter Estimation,2024,arXiv (Cornell University),https://doi.org/10.48550/arxiv.2409.12491,openalex_work,lower_bounds,T10,T10 boundary-indistinguishability lower-bound lineage.,openalex_search:Fano inequality minimax lower bounds statistical decision theory,True,metadata_screened
SRC0332,Privately Learning Smooth Distributions on the Hypercube by Projections,2024,arXiv (Cornell University),https://doi.org/10.48550/arxiv.2409.10083,openalex_work,lower_bounds,T10,T10 boundary-indistinguishability lower-bound lineage.,openalex_search:Fano inequality minimax lower bounds statistical decision theory,True,metadata_screened
SRC0333,Machine Unlearning via Information Theoretic Regularization,2025,ArXiv.org,https://doi.org/10.48550/arxiv.2502.05684,openalex_work,lower_bounds,T10,T10 boundary-indistinguishability lower-bound lineage.,openalex_search:Fano inequality minimax lower bounds statistical decision theory,True,metadata_screened
SRC0334,Distribution-Aware Mean Estimation under User-level Local Differential Privacy,2024,arXiv (Cornell University),https://doi.org/10.48550/arxiv.2410.09506,openalex_work,lower_bounds,T10,T10 boundary-indistinguishability lower-bound lineage.,openalex_search:Fano inequality minimax lower bounds statistical decision theory,True,metadata_screened
SRC0335,Model Non-Collapse: Minimax Bounds for Recursive Discrete Distribution Estimation,2025,IEEE Transactions on Information Theory,https://doi.org/10.1109/tit.2025.3649611,openalex_work,lower_bounds,T10,T10 boundary-indistinguishability lower-bound lineage.,openalex_search:Fano inequality minimax lower bounds statistical decision theory,True,metadata_screened
SRC0336,The Sampling Complexity of Condorcet Winner Identification in Dueling Bandits,2026,arXiv (Cornell University),http://arxiv.org/abs/2603.15189,openalex_work,lower_bounds,T10,T10 boundary-indistinguishability lower-bound lineage.,openalex_search:Fano inequality minimax lower bounds statistical decision theory,True,metadata_screened
SRC0337,The Critical Horizon: Inspection Design Principles for Multi-Stage Operations and Deep Reasoning,2026,ArXiv.org,http://arxiv.org/abs/2602.09394,openalex_work,lower_bounds,T10,T10 boundary-indistinguishability lower-bound lineage.,openalex_search:Fano inequality minimax lower bounds statistical decision theory,True,metadata_screened
SRC0338,Learning an Optimal Assortment Policy under Observational Data,2025,ArXiv.org,https://doi.org/10.48550/arxiv.2502.06777,openalex_work,lower_bounds,T10,T10 boundary-indistinguishability lower-bound lineage.,openalex_search:Fano inequality minimax lower bounds statistical decision theory,True,metadata_screened
SRC0339,A Formal Connection between Napier's Logarithm and the Bernoulli Numbers,2021,Zenodo (CERN European Organization for Nuclear Research),https://doi.org/10.5281/zenodo.5015650,openalex_work,lower_bounds,T10,T10 boundary-indistinguishability lower-bound lineage.,openalex_search:Fano inequality minimax lower bounds statistical decision theory,True,metadata_screened
SRC0340,Linear Regression with an Unknown Permutation: Statistical and\n Computational Limits,2016,arXiv (Cornell University),https://doi.org/10.48550/arxiv.1608.02902,openalex_work,lower_bounds,T10,T10 boundary-indistinguishability lower-bound lineage.,openalex_search:Fano inequality minimax lower bounds statistical decision theory,True,metadata_screened
SRC0341,Lower bounds for the minimax risk using $f$-divergences and applications,2010,arXiv (Cornell University),https://doi.org/10.48550/arxiv.1002.0042,openalex_work,lower_bounds,T10,T10 boundary-indistinguishability lower-bound lineage.,openalex_search:Fano inequality minimax lower bounds statistical decision theory,True,metadata_screened
SRC0342,Learning with Differentially Private (Sliced) Wasserstein Gradients,2025,ArXiv.org,https://doi.org/10.48550/arxiv.2502.01701,openalex_work,lower_bounds,T10,T10 boundary-indistinguishability lower-bound lineage.,openalex_search:Fano inequality minimax lower bounds statistical decision theory,True,metadata_screened
SRC0343,Analysis of networks: privacy in Bayesian networks and problems in lattice models,2017,Minerva Access (University of Melbourne),http://hdl.handle.net/11343/128046,openalex_work,lower_bounds,T10,T10 boundary-indistinguishability lower-bound lineage.,openalex_search:Fano inequality minimax lower bounds statistical decision theory,True,metadata_screened
SRC0344,A Le Cam Type Bound for Adversarial Learning and Applications,2020,arXiv (Cornell University),https://doi.org/10.48550/arxiv.2007.00289,openalex_work,lower_bounds,T10,T10 boundary-indistinguishability lower-bound lineage.,openalex_search:Fano inequality minimax lower bounds statistical decision theory,True,metadata_screened
SRC0345,Model Free Prediction with Uncertainty Assessment,2024,arXiv (Cornell University),https://doi.org/10.48550/arxiv.2405.12684,openalex_work,lower_bounds,T10,T10 boundary-indistinguishability lower-bound lineage.,openalex_search:Fano inequality minimax lower bounds statistical decision theory,True,metadata_screened
SRC0346,PASTA: A Unified Framework for Offline Assortment Learning,2025,ArXiv.org,https://doi.org/10.48550/arxiv.2510.01693,openalex_work,lower_bounds,T10,T10 boundary-indistinguishability lower-bound lineage.,openalex_search:Fano inequality minimax lower bounds statistical decision theory,True,metadata_screened
SRC0347,Optimal Differentially Private Model Training with Public Data,2023,arXiv (Cornell University),https://doi.org/10.48550/arxiv.2306.15056,openalex_work,lower_bounds,T10,T10 boundary-indistinguishability lower-bound lineage.,openalex_search:Fano inequality minimax lower bounds statistical decision theory,True,metadata_screened
SRC0348,A Non-Probabilistic Game-Theoretic Information Theory Which Subsumes Probabilistic Channel Coding,2026,arXiv (Cornell University),https://arxiv.org/abs/2604.10868,openalex_work,lower_bounds,T10,T10 boundary-indistinguishability lower-bound lineage.,openalex_search:Fano inequality minimax lower bounds statistical decision theory,True,metadata_screened
SRC0349,On the coherent extension of some Fano-type learning bounds,2024,arXiv (Cornell University),https://doi.org/10.48550/arxiv.2404.07277,openalex_work,lower_bounds,T10,T10 boundary-indistinguishability lower-bound lineage.,openalex_search:Fano inequality minimax lower bounds statistical decision theory,True,metadata_screened
SRC0350,Statistical Complexity and Optimal Algorithms for Non-linear Ridge Bandits,2023,arXiv (Cornell University),https://doi.org/10.48550/arxiv.2302.06025,openalex_work,lower_bounds,T10,T10 boundary-indistinguishability lower-bound lineage.,openalex_search:Fano inequality minimax lower bounds statistical decision theory,True,metadata_screened
SRC0351,Détection binaire distribuée sous contraintes de communication,2017,SPIRE - Sciences Po Institutional REpository,https://theses.hal.science/tel-01461651,openalex_work,lower_bounds,T10,T10 boundary-indistinguishability lower-bound lineage.,openalex_search:Fano inequality minimax lower bounds statistical decision theory,True,metadata_screened
SRC0352,Oracle-Efficient Differentially Private Learning with Public Data,2024,arXiv (Cornell University),https://doi.org/10.48550/arxiv.2402.09483,openalex_work,lower_bounds,T10,T10 boundary-indistinguishability lower-bound lineage.,openalex_search:Fano inequality minimax lower bounds statistical decision theory,True,metadata_screened
SRC0353,First Order Methods take Exponential Time to Converge to Global\n Minimizers of Non-Convex Functions,2020,arXiv (Cornell University),https://doi.org/10.48550/arxiv.2002.12911,openalex_work,lower_bounds,T10,T10 boundary-indistinguishability lower-bound lineage.,openalex_search:Fano inequality minimax lower bounds statistical decision theory,True,metadata_screened
SRC0354,Joint Value Estimation and Bidding in Repeated First-Price Auctions,2025,ArXiv.org,https://doi.org/10.48550/arxiv.2502.17292,openalex_work,lower_bounds,T10,T10 boundary-indistinguishability lower-bound lineage.,openalex_search:Fano inequality minimax lower bounds statistical decision theory,True,metadata_screened
SRC0355,Optimally tackling covariate shift in RKHS-based nonparametric regression,2022,arXiv (Cornell University),https://doi.org/10.48550/arxiv.2205.02986,openalex_work,lower_bounds,T10,T10 boundary-indistinguishability lower-bound lineage.,openalex_search:Fano inequality minimax lower bounds statistical decision theory,True,metadata_screened
SRC0356,Decision Making in Hybrid Environments: A Model Aggregation Approach,2025,ArXiv.org,https://doi.org/10.48550/arxiv.2502.05974,openalex_work,lower_bounds,T10,T10 boundary-indistinguishability lower-bound lineage.,openalex_search:Fano inequality minimax lower bounds statistical decision theory,True,metadata_screened
SRC0357,Understanding Deep Neural Networks and other Nonparametric Methods in Machine Learning,2019,Figshare,https://doi.org/10.25394/pgs.8085005.v1,openalex_work,lower_bounds,T10,T10 boundary-indistinguishability lower-bound lineage.,openalex_search:Fano inequality minimax lower bounds statistical decision theory,True,metadata_screened
SRC0358,On Classification in Human-driven and Data-driven Systems,2018,Syracuse University Libraries (Syracuse University),https://surface.syr.edu/etd/991,openalex_work,lower_bounds,T10,T10 boundary-indistinguishability lower-bound lineage.,openalex_search:Fano inequality minimax lower bounds statistical decision theory,True,metadata_screened
SRC0359,Differentially Private Permutation Tests: Applications to Kernel Methods,2023,arXiv (Cornell University),https://doi.org/10.48550/arxiv.2310.19043,openalex_work,lower_bounds,T10,T10 boundary-indistinguishability lower-bound lineage.,openalex_search:Fano inequality minimax lower bounds statistical decision theory,True,metadata_screened
SRC0360,Minimax optimal seriation in polynomial time,2024,arXiv (Cornell University),http://arxiv.org/abs/2405.08747,openalex_work,lower_bounds,T10,T10 boundary-indistinguishability lower-bound lineage.,openalex_search:Fano inequality minimax lower bounds statistical decision theory,True,metadata_screened
SRC0361,Data-driven assistance for user decision making on mobile devices,2019,IDEALS (University of Illinois Urbana-Champaign),http://hdl.handle.net/2142/106259,openalex_work,lower_bounds,T10,T10 boundary-indistinguishability lower-bound lineage.,openalex_search:Fano inequality minimax lower bounds statistical decision theory,True,metadata_screened
SRC0362,Supervised linear dimension reduction,2012,UTS ePRESS (University of Technology Sydney),http://hdl.handle.net/10453/20422,openalex_work,lower_bounds,T10,T10 boundary-indistinguishability lower-bound lineage.,openalex_search:Fano inequality minimax lower bounds statistical decision theory,True,metadata_screened
SRC0363,FLIPHAT: Joint Differential Privacy for High Dimensional Sparse Linear Bandits,2024,arXiv (Cornell University),https://doi.org/10.48550/arxiv.2405.14038,openalex_work,lower_bounds,T10,T10 boundary-indistinguishability lower-bound lineage.,openalex_search:Fano inequality minimax lower bounds statistical decision theory,True,metadata_screened
SRC0364,Minimax Optimality and Spectral Routing for Majority-Vote Ensembles under Markov Dependence,2026,arXiv (Cornell University),https://arxiv.org/abs/2604.13414,openalex_work,lower_bounds,T10,T10 boundary-indistinguishability lower-bound lineage.,openalex_search:Fano inequality minimax lower bounds statistical decision theory,True,metadata_screened
SRC0365,Instance-optimal stochastic convex optimization: Can we improve upon sample-average and robust stochastic approximation?,2026,ArXiv.org,http://arxiv.org/abs/2603.25657,openalex_work,lower_bounds,T10,T10 boundary-indistinguishability lower-bound lineage.,openalex_search:Fano inequality minimax lower bounds statistical decision theory,True,metadata_screened
SRC0366,Robust Kernel Hypothesis Testing under Data Corruption,2024,arXiv (Cornell University),https://doi.org/10.48550/arxiv.2405.19912,openalex_work,lower_bounds,T10,T10 boundary-indistinguishability lower-bound lineage.,openalex_search:Fano inequality minimax lower bounds statistical decision theory,True,metadata_screened
SRC0367,Private Statistical Estimation of Many Quantiles,2023,arXiv (Cornell University),https://doi.org/10.48550/arxiv.2302.06943,openalex_work,lower_bounds,T10,T10 boundary-indistinguishability lower-bound lineage.,openalex_search:Fano inequality minimax lower bounds statistical decision theory,True,metadata_screened
SRC0368,Statistical-Computational Trade-offs for Recursive Adaptive Partitioning Estimators,2024,arXiv (Cornell University),https://doi.org/10.48550/arxiv.2411.04394,openalex_work,lower_bounds,T10,T10 boundary-indistinguishability lower-bound lineage.,openalex_search:Fano inequality minimax lower bounds statistical decision theory,True,metadata_screened
SRC0369,Maximal-Capacity Discrete Memoryless Channel Identification,2024,arXiv (Cornell University),https://doi.org/10.48550/arxiv.2401.10204,openalex_work,lower_bounds,T10,T10 boundary-indistinguishability lower-bound lineage.,openalex_search:Fano inequality minimax lower bounds statistical decision theory,True,metadata_screened
SRC0370,Frontiers to the learning of nonparametric hidden Markov models,2023,arXiv (Cornell University),https://doi.org/10.48550/arxiv.2306.16293,openalex_work,lower_bounds,T10,T10 boundary-indistinguishability lower-bound lineage.,openalex_search:Fano inequality minimax lower bounds statistical decision theory,True,metadata_screened
SRC0371,Low-Rank Graphon Estimation: Theory and Applications to Graphon Games,2025,arXiv (Cornell University),https://doi.org/10.48550/arxiv.2503.09299,openalex_work,lower_bounds,T10,T10 boundary-indistinguishability lower-bound lineage.,openalex_search:Fano inequality minimax lower bounds statistical decision theory,True,metadata_screened
SRC0372,Some Theory and Applications of Probability in Quantum Mechanics,2012,UWSpace (University of Waterloo),http://hdl.handle.net/10012/6822,openalex_work,lower_bounds,T10,T10 boundary-indistinguishability lower-bound lineage.,openalex_search:Fano inequality minimax lower bounds statistical decision theory,True,metadata_screened
SRC0373,Poisson-response Tensor-on-Tensor Regression and Applications,2026,arXiv (Cornell University),http://arxiv.org/abs/2604.07377,openalex_work,lower_bounds,T10,T10 boundary-indistinguishability lower-bound lineage.,openalex_search:Fano inequality minimax lower bounds statistical decision theory,True,metadata_screened
SRC0374,Sur la notion d'optimalité dans les problèmes de bandit stochastique,2018,SPIRE - Sciences Po Institutional REpository,https://theses.hal.science/tel-02121614,openalex_work,lower_bounds,T10,T10 boundary-indistinguishability lower-bound lineage.,openalex_search:Fano inequality minimax lower bounds statistical decision theory,True,metadata_screened
SRC0375,"On the information theory of clustering, registration, and blockchains",2019,IDEALS (University of Illinois Urbana-Champaign),http://hdl.handle.net/2142/104833,openalex_work,lower_bounds,T10,T10 boundary-indistinguishability lower-bound lineage.,openalex_search:Fano inequality minimax lower bounds statistical decision theory,True,metadata_screened
SRC0376,Learning under Distributional Drift: Prequential Reproducibility as an Intrinsic Statistical Resource,2025,ArXiv.org,https://doi.org/10.48550/arxiv.2512.13506,openalex_work,lower_bounds,T10,T10 boundary-indistinguishability lower-bound lineage.,openalex_search:Fano inequality minimax lower bounds statistical decision theory,True,metadata_screened
SRC0377,Robust density estimation over star-shaped density classes,2025,ArXiv.org,https://doi.org/10.48550/arxiv.2501.10025,openalex_work,lower_bounds,T10,T10 boundary-indistinguishability lower-bound lineage.,openalex_search:Fano inequality minimax lower bounds statistical decision theory,True,metadata_screened
SRC0378,Adversarially robust quantum state learning and testing,2025,ArXiv.org,http://arxiv.org/abs/2508.13959,openalex_work,lower_bounds,T10,T10 boundary-indistinguishability lower-bound lineage.,openalex_search:Fano inequality minimax lower bounds statistical decision theory,True,metadata_screened
SRC0379,Information Losses in Neural Classifiers With Applications to Training Data Selection Strategies and Cyber Physical Systems,2019,eScholarship (California Digital Library),https://escholarship.org/uc/item/6pf8n37v,openalex_work,lower_bounds,T10,T10 boundary-indistinguishability lower-bound lineage.,openalex_search:Fano inequality minimax lower bounds statistical decision theory,True,metadata_screened
SRC0380,Instance-Optimal Private Density Estimation in the Wasserstein Distance,2024,arXiv (Cornell University),https://doi.org/10.48550/arxiv.2406.19566,openalex_work,lower_bounds,T10,T10 boundary-indistinguishability lower-bound lineage.,openalex_search:Fano inequality minimax lower bounds statistical decision theory,True,metadata_screened
SRC0381,Fundamental Tradeoffs in Learning with Prior Information,2023,arXiv (Cornell University),https://doi.org/10.48550/arxiv.2304.13479,openalex_work,lower_bounds,T10,T10 boundary-indistinguishability lower-bound lineage.,openalex_search:Fano inequality minimax lower bounds statistical decision theory,True,metadata_screened
SRC0382,Statistics meets Optimization: Computational guarantees for statistical learning algorithms,2018,eScholarship (California Digital Library),https://escholarship.org/uc/item/82h1p7gw,openalex_work,lower_bounds,T10,T10 boundary-indistinguishability lower-bound lineage.,openalex_search:Fano inequality minimax lower bounds statistical decision theory,True,metadata_screened
SRC0383,A geometric perspective on some topics in statistical learning,2018,eScholarship (California Digital Library),https://escholarship.org/uc/item/2nq0m480,openalex_work,lower_bounds,T10,T10 boundary-indistinguishability lower-bound lineage.,openalex_search:Fano inequality minimax lower bounds statistical decision theory,True,metadata_screened
SRC0384,Fundamental Limits of Testing the Independence of Irrelevant Alternatives in Discrete Choice,2020,RePEc: Research Papers in Economics,https://doi.org/10.48550/arxiv.2001.07042,openalex_work,lower_bounds,T10,T10 boundary-indistinguishability lower-bound lineage.,openalex_search:Fano inequality minimax lower bounds statistical decision theory,True,metadata_screened
SRC0385,Empirical Lossless Compression Bound of a Data Sequence,2025,Entropy,https://doi.org/10.3390/e27080864,openalex_work,lower_bounds,T10,T10 boundary-indistinguishability lower-bound lineage.,openalex_search:Fano inequality minimax lower bounds statistical decision theory,True,metadata_screened
SRC0386,Statistical Inference with Limited Memory: A Survey,2023,arXiv (Cornell University),https://doi.org/10.48550/arxiv.2312.15225,openalex_work,lower_bounds,T10,T10 boundary-indistinguishability lower-bound lineage.,openalex_search:Fano inequality minimax lower bounds statistical decision theory,True,metadata_screened
SRC0387,Discovering robust dependencies from data,2020,Publications of the UdS (Saarland University),https://doi.org/10.22028/d291-34291,openalex_work,lower_bounds,T10,T10 boundary-indistinguishability lower-bound lineage.,openalex_search:Fano inequality minimax lower bounds statistical decision theory,True,metadata_screened
SRC0388,Structured Matrix Learning under Arbitrary Entrywise Dependence and Estimation of Markov Transition Kernel,2024,arXiv (Cornell University),https://doi.org/10.48550/arxiv.2401.02520,openalex_work,lower_bounds,T10,T10 boundary-indistinguishability lower-bound lineage.,openalex_search:Fano inequality minimax lower bounds statistical decision theory,True,metadata_screened
SRC0389,Shape-constrained regression in misspecified and multivariate settings,2020,eScholarship (California Digital Library),https://escholarship.org/uc/item/57x2v8nj,openalex_work,lower_bounds,T10,T10 boundary-indistinguishability lower-bound lineage.,openalex_search:Fano inequality minimax lower bounds statistical decision theory,True,metadata_screened
SRC0390,Near-Optimal Regret for KL-Regularized Multi-Armed Bandits,2026,ArXiv.org,http://arxiv.org/abs/2603.02155,openalex_work,lower_bounds,T10,T10 boundary-indistinguishability lower-bound lineage.,openalex_search:Fano inequality minimax lower bounds statistical decision theory,True,metadata_screened
SRC0391,The Optimality of (Accelerated) SGD for High-Dimensional Quadratic Optimization,2024,arXiv (Cornell University),https://doi.org/10.48550/arxiv.2409.09745,openalex_work,lower_bounds,T10,T10 boundary-indistinguishability lower-bound lineage.,openalex_search:Fano inequality minimax lower bounds statistical decision theory,True,metadata_screened
SRC0392,CHIMERA: Compact Synthetic Data for Generalizable LLM Reasoning,2026,arXiv (Cornell University),http://arxiv.org/abs/2603.00889,openalex_work,lower_bounds,T10,T10 boundary-indistinguishability lower-bound lineage.,openalex_search:Fano inequality minimax lower bounds statistical decision theory,True,metadata_screened
SRC0393,On the Peril of (Even a Little) Nonstationarity in Satisficing Regret Minimization,2026,ArXiv.org,https://arxiv.org/abs/2603.18514,openalex_work,lower_bounds,T10,T10 boundary-indistinguishability lower-bound lineage.,openalex_search:Fano inequality minimax lower bounds statistical decision theory,True,metadata_screened
SRC0394,Finite-Sample Analysis of Nonlinear Independent Component Analysis:Sample Complexity and Identifiability Bounds,2026,arXiv (Cornell University),https://arxiv.org/abs/2604.08850,openalex_work,lower_bounds,T10,T10 boundary-indistinguishability lower-bound lineage.,openalex_search:Fano inequality minimax lower bounds statistical decision theory,True,metadata_screened
SRC0395,Optimal Multitask Linear Regression and Contextual Bandits under Sparse Heterogeneity,2023,arXiv (Cornell University),https://doi.org/10.48550/arxiv.2306.06291,openalex_work,lower_bounds,T10,T10 boundary-indistinguishability lower-bound lineage.,openalex_search:Fano inequality minimax lower bounds statistical decision theory,True,metadata_screened
SRC0396,Fundamental Limits of Black-Box Safety Evaluation: Information-Theoretic and Computational Barriers from Latent Context Conditioning,2026,ArXiv.org,http://arxiv.org/abs/2602.16984,openalex_work,lower_bounds,T10,T10 boundary-indistinguishability lower-bound lineage.,openalex_search:Fano inequality minimax lower bounds statistical decision theory,True,metadata_screened
SRC0397,Differentially Private Best-Arm Identification,2024,arXiv (Cornell University),https://doi.org/10.48550/arxiv.2406.06408,openalex_work,lower_bounds,T10,T10 boundary-indistinguishability lower-bound lineage.,openalex_search:Fano inequality minimax lower bounds statistical decision theory,True,metadata_screened
SRC0398,Inférence géométrique dans le cadre des varifolds,2025,SPIRE - Sciences Po Institutional REpository,https://theses.hal.science/tel-05470902,openalex_work,lower_bounds,T10,T10 boundary-indistinguishability lower-bound lineage.,openalex_search:Fano inequality minimax lower bounds statistical decision theory,True,metadata_screened
SRC0399,Fundamental Limits for Sensor-Based Robot Control,2022,arXiv (Cornell University),https://doi.org/10.48550/arxiv.2202.00129,openalex_work,lower_bounds,T10,T10 boundary-indistinguishability lower-bound lineage.,openalex_search:Fano inequality minimax lower bounds statistical decision theory,True,metadata_screened
SRC0400,Age Optimal Sampling for Unreliable Channels under Unknown Channel Statistics,2024,arXiv (Cornell University),https://doi.org/10.48550/arxiv.2412.18119,openalex_work,lower_bounds,T10,T10 boundary-indistinguishability lower-bound lineage.,openalex_search:Fano inequality minimax lower bounds statistical decision theory,True,metadata_screened
SRC0401,Learning to Abstain From Uninformative Data,2023,arXiv (Cornell University),https://doi.org/10.48550/arxiv.2309.14240,openalex_work,lower_bounds,T10,T10 boundary-indistinguishability lower-bound lineage.,openalex_search:Fano inequality minimax lower bounds statistical decision theory,True,metadata_screened
SRC0402,Active Bipartite Ranking,2023,OpenAlex,https://doi.org/10.52202/075280-2424,openalex_work,lower_bounds,T10,T10 boundary-indistinguishability lower-bound lineage.,openalex_search:Fano inequality minimax lower bounds statistical decision theory,True,metadata_screened
SRC0403,A Formal Connection between Napier's Logarithm and the Bernoulli Numbers,2021,Zenodo (CERN European Organization for Nuclear Research),https://doi.org/10.5281/zenodo.5029496,openalex_work,lower_bounds,T10,T10 boundary-indistinguishability lower-bound lineage.,openalex_search:Fano inequality minimax lower bounds statistical decision theory,True,metadata_screened
SRC0404,Privacy-Preserving Reinforcement Learning from Human Feedback via Decoupled Reward Modeling,2026,arXiv (Cornell University),http://arxiv.org/abs/2603.22563,openalex_work,lower_bounds,T10,T10 boundary-indistinguishability lower-bound lineage.,openalex_search:Fano inequality minimax lower bounds statistical decision theory,True,metadata_screened
SRC0405,Mathematics Magazine Front Matter,2010,Mathematics Magazine,https://doi.org/10.4169/002557010x494797,openalex_work,lower_bounds,T10,T10 boundary-indistinguishability lower-bound lineage.,openalex_search:Fano inequality minimax lower bounds statistical decision theory,True,metadata_screened
SRC0406,Universal Densities Exist for Every Finite Reference Measure,2022,arXiv (Cornell University),https://doi.org/10.48550/arxiv.2209.11981,openalex_work,lower_bounds,T10,T10 boundary-indistinguishability lower-bound lineage.,openalex_search:Fano inequality minimax lower bounds statistical decision theory,True,metadata_screened
SRC0407,"Differential Privacy, Property Testing, and Perturbations",2018,Deep Blue (University of Michigan),https://hdl.handle.net/2027.42/143940,openalex_work,lower_bounds,T10,T10 boundary-indistinguishability lower-bound lineage.,openalex_search:Fano inequality minimax lower bounds statistical decision theory,True,metadata_screened
SRC0408,The Sampling Complexity of Condorcet Winner Identification in Dueling Bandits,2026,SPIRE - Sciences Po Institutional REpository,https://doi.org/10.48550/arxiv.2603.15189,openalex_work,lower_bounds,T10,T10 boundary-indistinguishability lower-bound lineage.,openalex_search:Fano inequality minimax lower bounds statistical decision theory,True,metadata_screened
SRC0409,First Order Methods take Exponential Time to Converge to Global Minimizers of Non-Convex Functions,2021,OpenAlex,https://doi.org/10.1109/isit45174.2021.9518268,openalex_work,lower_bounds,T10,T10 boundary-indistinguishability lower-bound lineage.,openalex_search:Fano inequality minimax lower bounds statistical decision theory,True,metadata_screened
